id:ID,value
1029,"http://commons.wikimedia.org/wiki/Special:FilePath/Antarctica%20location%20map.svg"
1030,"place/Antarctica"
1031,"uaq"
1032,"http://commons.wikimedia.org/wiki/Special:FilePath/Antarctica-banner1.jpg"
1033,"antarktika"
1034,"36"
1035,"antarktis"
1036,"antarctique"
1037,"105274"
1038,"world/antarctica"
1039,"Antarctica"
1040,"4020-55940"
1041,"2186646"
1042,"http://commons.wikimedia.org/wiki/Special:FilePath/Antarctica%20relief%20location%20map.jpg"
1043,"010"
1044,"Antarctica"
1045,"421"
1046,"139515"
1047,"Antarctica"
1048,"antartide"
1049,"destination/antarctic-regions"
1050,"12"
1051,"http://cv.iptc.org/newscodes/worldregion/r901"
1052,"398639280"
1053,"+672"
1054,"/m/0jfx"
1055,"antarctica"
1056,"Antarcticain"
1057,"Antarcticaine"
1058,"sh85005490"
1059,"Point(0 -90)"
1060,"AY"
1061,"Point(-57.302194444444 -63.213305555556)"
1062,"http://commons.wikimedia.org/wiki/Special:FilePath/Antarctica%206400px%20from%20Blue%20Marble.jpg"
1063,"ge128383"
1064,"000135268"
1065,"1237"
1066,"1227"
1067,"1225"
1068,"Antarktis"
1069,"+17.5"
1070,"countries/ay"
1071,"UsefulNotes/Antarctica"
1072,"scot/9137"
1073,"102191579"
1074,"202"
1075,"041753"
1076,"memory-beta:Antarctica"
1077,"8"
1078,"Antarctica"
1079,"3910585"
1080,"4192069-7"
1081,"autre-region/wd/105649"
1082,"Antarctique"
1083,"Antarcticous"
1084,"Ant\u00E1rtida"
1085,"Antartika"
1086,"Antartide"
1087,"viaf-3449154260907624480002"
1088,"viaf-233742497"
1089,"\U0001F1E6\U0001F1F6"
1090,"ContinentOfAntarctica"
1091,"30708"
1092,"i84974"
1093,"ATA"
1094,"zw9cbnhh0cvc58m"
1095,"53669"
1096,"54505"
1097,"97390"
1098,"H0002469"
1099,"00004479n"
1100,"CAAqJAgKIh5DQkFTRUFvSEwyMHZNR3BtZUJJRlpXNHRSMElvQUFQAQ"
1101,"09220984-n"
1102,"antarctique"
1103,"Y105274"
1104,"18-194939"
1105,"Penis"
1106,"22522"
1107,"/m/070qfw"
1108,"4115528-2"
1109,"573.656"
1110,"611.64"
1111,"612.61"
1112,"http://commons.wikimedia.org/wiki/Special:FilePath/Penis%20location.jpg"
1113,"31AA223612"
1114,"Penis"
1115,"science/penis"
1116,"Penises"
1117,"Buto"
1118,"penis"
1119,"62713"
1120,"00054278n"
1121,"penis"
1122,"pene"
1123,"\U000130B8"
1124,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188%20%28deu%29-Sebastian%20Wallroth-Penis.wav"
1125,"5473"
1126,"P\u00E9nis"
1127,"penis"
1128,"Pene"
1129,"2777786686"
1130,"10219"
1131,"scot/8331"
1132,"penis"
1133,"Penis"
1134,"http://commons.wikimedia.org/wiki/Special:FilePath/Surgical%20and%20obstetrical%20operations%20%281907%29%20%2814781223304%29.jpg"
1135,"http://commons.wikimedia.org/wiki/Special:FilePath/An%20atlas%20of%20human%20anatomy%20for%20students%20and%20physicians%20%281919%29%20%2820157287838%29.jpg"
1136,"XX535298"
1137,"penis"
1138,"002279"
1139,"05534035-n"
1140,"435785772"
1141,"Penises"
1142,"sh85099480"
1143,"XA7QV2"
1144,"119774541"
1145,"300024521"
1146,"http://commons.wikimedia.org/wiki/Special:FilePath/Summit%20%28supercomputer%29.jpg"
1147,"http://commons.wikimedia.org/wiki/Special:FilePath/Z3%20Deutsches%20Museum.JPG"
1148,"http://commons.wikimedia.org/wiki/Special:FilePath/Apple%20II%20Plus%2C%20Museum%20of%20the%20Moving%20Image.jpg"
1149,"http://commons.wikimedia.org/wiki/Special:FilePath/Lenovo%20G500s%20laptop-2903.jpg"
1150,"Computers"
1151,"4070083-5"
1152,"00561435"
1153,"/m/01m3v"
1154,"004"
1155,"621.39"
1156,"004.1"
1157,"12315"
1158,"sh85029552"
1159,"119401913"
1160,"Computer"
1161,"computers"
1162,"technology/computer"
1163,"0128063"
1164,"Computers"
1165,"techologie-en-techniek/computer"
1166,"computer-systems"
1167,"concept534"
1168,"61896"
1169,"10636641"
1170,"datamaskin"
1171,"49D54"
1172,"00021464n"
1173,"ordinateurs"
1174,"\u0995\u09AE\u09CD\u09AA\u09BF\u0989\u099F\u09BE\u09B0"
1175,"computer"
1176,"294905618"
1177,"computers"
1178,"000000049"
1179,"D003201"
1180,"Computer"
1181,"scot/4199"
1182,"http://commons.wikimedia.org/wiki/Special:FilePath/Nl-Computer-article.ogg"
1183,"5669"
1184,"10453"
1185,"Ordinateur"
1186,"Computer"
1187,"Computadora"
1188,"Computer"
1189,"2157"
1190,"6787"
1191,"\u30B3\u30F3\u30D4\u30E5\u30FC\u30BF"
1192,"Computer"
1193,"80800"
1194,"http://commons.wikimedia.org/wiki/Special:FilePath/Eo-komputilo.ogg"
1195,"http://commons.wikimedia.org/wiki/Special:FilePath/En-uk-computer.ogg"
1196,"computer"
1197,"computers"
1198,"171-01-25"
1199,"computers"
1200,"dihtor"
1201,"Y99519"
1202,"18-205426"
1203,"computador"
1204,"2752"
1205,"XX524661"
1206,"19939299"
1207,"004.678"
1208,"025.042"
1209,"302.231"
1210,"384.334"
1211,"00841024"
1212,"Internet"
1213,"4308416-3"
1214,"/m/03rlt"
1215,"12361"
1216,"sh92002816"
1217,"Internet"
1218,"7164"
1219,"technology/Internet"
1220,"subject/computers-and-the-internet"
1221,"technology/internet"
1222,"The-Internet-2"
1223,"0242027"
1224,"sujet/internet"
1225,"internet"
1226,"techologie-en-techniek/internet"
1227,"12337059x"
1228,"internet"
1229,"10637028"
1230,"46E67111"
1231,"00024712n"
1232,"12416"
1233,"2014701"
1234,"Internet"
1235,"tech/internet-tech"
1236,"internet"
1237,"396545662"
1238,"D020407"
1239,"620"
1240,"294917683"
1241,"internet"
1242,"000000536"
1243,"the-internet"
1244,"internet"
1245,"18659-2"
1246,"internet"
1247,"internet"
1248,"internet"
1249,"Internet"
1250,"300265429"
1251,"34435"
1252,"L01.224.230.110.500"
1253,"1969-10-29T00:00:00Z"
1254,"AP 18420"
1255,"crtLHsobkS02w"
1256,"000813918"
1257,"\u30A4\u30F3\u30BF\u30FC\u30CD\u30C3\u30C8"
1258,"19550517"
1259,"5111"
1260,"048816"
1261,"scot/4222"
1262,"110875604"
1263,"Internet"
1264,"Internet"
1265,"1119"
1266,"6088"
1267,"internet"
1268,"concept17067"
1269,"internet"
1270,"91720"
1271,"27653"
1272,"2307"
1273,"http://commons.wikimedia.org/wiki/Special:FilePath/Internet%20map%201024%20-%20transparent%2C%20inverted.png"
1274,"http://commons.wikimedia.org/wiki/Special:FilePath/Internet%20map%201024.jpg"
1275,"http://commons.wikimedia.org/wiki/Special:FilePath/WorldWideWebAroundWikipedia.png"
1276,"Internet"
1277,"81647"
1278,"XX535672"
1279,"cywd23g0gd5t"
1280,"Main/TheInternet"
1281,"18-207812"
1282,"internet"
1283,"internet_-_general"
1284,"internet_(computer_network)"
1285,"CAAqJQgKIh9DQkFTRVFvSUwyMHZNRE55YkhRU0JXVnVMVWRDS0FBUAE"
1286,"evchk:\u4E92\u806F\u7DB2"
1287,"internet"
1288,"internet"
1289,"1.3.6.1"
1290,"33921"
1291,"/m/022c6w"
1292,"Pneumonoultramicroscopicsilicovolcanoconiosis-1"
1293,"2780840750"
1294,"03106912n"
1295,"7139c051-8ea3-3f93-8bbc-6e7dff6d61a4"
1296,"/m/02tvcg"
1297,"topic/Supercalifragilisticexpialidocious"
1298,"http://commons.wikimedia.org/wiki/Special:FilePath/Supercalifragilisticexpialidocious.ogg"
1299,"T-900.214.198-2"
1300,"tRFHXMQP-QU"
1301,"supercalifragilisticexpialidocious"
1302,"1964-01-01T00:00:00Z"
1303,"87274"
1304,"http://commons.wikimedia.org/wiki/Special:FilePath/Nl-Supercalifragilisticexpialidocious-article.ogg"
1305,"\u30B9\u30FC\u30D1\u30FC\u30AB\u30EA\u30D5\u30E9\u30B8\u30EA\u30B9\u30C6\u30A3\u30C3\u30AF\u30A8\u30AF\u30B9\u30D4\u30A2\u30EA\u30C9\u30FC\u30B7\u30E3\u30B9"
1306,"03423824n"
1307,"http://commons.wikimedia.org/wiki/Special:FilePath/November-banner-01.jpg"
1308,"6980"
1309,"November"
1310,"4389811-7"
1311,"/m/05cw8"
1312,"http://commons.wikimedia.org/wiki/Special:FilePath/Breviarium%20Grimani%20-%20November.jpg"
1313,"November"
1314,"topic/November-month"
1315,"November-month"
1316,"00058192n"
1317,"http://commons.wikimedia.org/wiki/Special:FilePath/Csc-novembre-spreadthesign.ogv"
1318,"\u043D\u043E\u044F\u0431\u0440\u044F"
1319,"listopada"
1320,"Aya marq'ay killa"
1321,"Blotmon\u00F0es"
1322,"11"
1323,"november"
1324,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188%20%28deu%29-Sebastian%20Wallroth-November.wav"
1325,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q1860%20%28eng%29-Back%20ache-November.wav"
1326,"23I42"
1327,"293610"
1328,"Novembre"
1329,"November"
1330,"Noviembre"
1331,"Novembre"
1332,"november"
1333,"+10.5"
1334,"November"
1335,"november"
1336,"November"
1337,"6806"
1338,"farmerbob-lore:November"
1339,"memory-alpha:November"
1340,"skabmamannu"
1341,"Panthera leo"
1342,"http://commons.wikimedia.org/wiki/Special:FilePath/Lion%20distribution.png"
1343,"328672"
1344,"183803"
1345,"9689"
1346,"14000228"
1347,"49734"
1348,"4140572-9"
1349,"00616831"
1350,"300310388"
1351,"/m/096mb"
1352,"599.757"
1353,"5961"
1354,"Panthera leo"
1355,"5219404"
1356,"\U0001F981"
1357,"6353"
1358,"Panthera leo"
1359,"animal/lion"
1360,"sh85077276"
1361,"Lion"
1362,"Leeu"
1363,"Gyata"
1364,"Ley\u00F3n"
1365,"Li\u00F3n"
1366,"\u0623\u064E\u0633\u064E\u062F\u064C"
1367,"L\u00E9we"
1368,"L\u00F6we"
1369,"\u041B\u0435\u045E (Lew)"
1370,"\u041B\u044A\u0432 (L\u0103v)"
1371,"\u09B8\u09BF\u0982\u09B9"
1372,"Lle\u00F3"
1373,"\u041B\u043E\u044C\u043C"
1374,"Lev"
1375,"Llew"
1376,"L\u00F8ve"
1377,"L\u00F6we"
1378,"Dzata"
1379,"\u039B\u03B9\u03BF\u03BD\u03C4\u03AC\u03C1\u03B9 (Liond\u00E1ri)"
1380,"Leono"
1381,"Le\u00F3n"
1382,"L\u00F5vi"
1383,"Lehoi"
1384,"\u0634\u06CC\u0631 (\u0160ayr)"
1385,"Leijona"
1386,"Leyva"
1387,"Lion"
1388,"L\u00F6\u00F6w"
1389,"Le\u00F3n-leoa"
1390,"\u0AB8\u0ABF\u0A82\u0AB9"
1391,"Liona"
1392,"\u05D0\u05E8\u05D9\u05D4"
1393,"si\u1E45ha)"
1394,"\u0936\u0947\u0930"
1395,"\u0938\u093F\u0902\u0939"
1396,"Lav"
1397,"Oroszl\u00E1n"
1398,"\u0531\u057C\u0575\u0578\u0582\u056E"
1399,"Lj\u00F3n"
1400,"Leone"
1401,"\u30E9\u30A4\u30AA\u30F3 (Raion)"
1402,"\uC0AC\uC790 (saja)"
1403,"\u0410\u0440\u0441\u0442\u0430\u043D"
1404,"Leo"
1405,"Liew"
1406,"Nkosi"
1407,"Li\u016Btas"
1408,"Lauva"
1409,"\u041B\u0430\u0432 (lav)"
1410,"\u0D38\u0D3F\u0D02\u0D39\u0D02 (simham)"
1411,"si\u1E45ha)"
1412,"\u0936\u0947\u0930 (\u015A\u0113ra)"
1413,"\u0938\u093F\u0902\u0939 (singh"
1414,"Iljun"
1415,"Leeuw"
1416,"L\u00F8ve"
1417,"L\u00F8ve"
1418,"N\u00E1shd\u00F3\u00EDtsoh bitsiij\u012F\u02BC dadit\u0142\u02BCoo\u00EDg\u00ED\u00ED"
1419,"\u0A2C\u0A71\u0A2C\u0A30 \u0A38\u0A3C\u0A47\u0A30"
1420,"lew afryka\u0144ski"
1421,"Le\u00E3o"
1422,"Leu"
1423,"\u041B\u0435\u0432 (Lev)"
1424,"Lioni"
1425,"Lev"
1426,"Libubesi"
1427,"Tau"
1428,"Lejon"
1429,"Simba"
1430,"\u0B9A\u0BBF\u0B99\u0BCD\u0B95\u0BAE\u0BCD"
1431,"\u0E2A\u0E34\u0E07\u0E42\u0E15"
1432,"Aslan"
1433,"\u041B\u0435\u0432 (Lev)"
1434,"Leon"
1435,"S\u01B0 t\u1EED"
1436,"\u05DC\u05D9\u05D9\u05D1"
1437,"\u72EE\u5B50 (sh\u012Bzi)"
1438,"Lion d'Afrique"
1439,"African Lion"
1440,"L\u00E9iw"
1441,"Lle\u00F3n"
1442,"\u0644\u064E\u064A\u0652\u062B\u064C"
1443,"\u10DA\u10DD\u10DB\u10D8"
1444,"leon"
1445,"Singa"
1446,"15951"
1447,"panthera-leo"
1448,"+108"
1449,"PNTHLE"
1450,"41964"
1451,"644245"
1452,"+112"
1453,"lions"
1454,"11932251d"
1455,"Lions"
1456,"Panthera_leo"
1457,"10665610"
1458,"105514"
1459,"lion"
1460,"l\u00F6we"
1461,"2135124"
1462,"10196306"
1463,"123566"
1464,"70719"
1465,"12799"
1466,"panthera-leo"
1467,"http://commons.wikimedia.org/wiki/Special:FilePath/Lion%20waiting%20in%20Namibia.jpg"
1468,"http://commons.wikimedia.org/wiki/Special:FilePath/Okonjima%20Lioness.jpg"
1469,"L\u00F6we"
1470,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188%20%28deu%29-Sebastian%20Wallroth-L%C3%B6we.wav"
1471,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q150%20%28fra%29-Ash%20Crow-lion.wav"
1472,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q33965%20%28sat%29-Joy%20sagar%20Murmu-%E1%B1%A0%E1%B1%A9%E1%B1%9E.wav"
1473,"0120024"
1474,"D008045"
1475,"http://commons.wikimedia.org/wiki/Special:FilePath/Ru-Lion%20%28intro%29.ogg"
1476,"http://commons.wikimedia.org/wiki/Special:FilePath/Lion%20raring-sound1TamilNadu178.ogg"
1477,"pcrt5TAeZsO7W4"
1478,"+1.65"
1479,"+188"
1480,"+126"
1481,"+2.5"
1482,"+27"
1483,"+8"
1484,"Lion"
1485,"Lion"
1486,"Le\u00F3n"
1487,"Leone"
1488,"79432"
1489,"85426"
1490,"7345"
1491,"scot/9244"
1492,"Lion"
1493,"64570"
1494,"00049156n"
1495,"1107856"
1496,"b11s0701a"
1497,"\u30E9\u30A4\u30AA\u30F3"
1498,"19563862"
1499,"CAAqIQgKIhtDQkFTRGdvSUwyMHZNRGsyYldJU0FtcGhLQUFQAQ"
1500,"ce2gz91pyv2t"
1501,"430792"
1502,"352"
1503,"34922"
1504,"XX530613"
1505,"\U0001F415"
1506,"\U0001F436"
1507,"966"
1508,"636.7"
1509,"599.772"
1510,"Dogs"
1511,"285"
1512,"/m/0bt9lr"
1513,"4026181-5"
1514,"886"
1515,"Dog"
1516,"10101502"
1517,"animal/dog"
1518,"00564180"
1519,"chien"
1520,"subject/dogs"
1521,"Okraman"
1522,"\u0643\u0644\u0628"
1523,"\u041A\u0443\u0447\u0435"
1524,"\u0995\u09C1\u0995\u09C1\u09B0"
1525,"Pas"
1526,"Gos"
1527,"Oe\u0161kese"
1528,"Pes"
1529,"Hund"
1530,"Hund"
1531,"Avu"
1532,"\u03A3\u03BA\u03CD\u03BB\u03BF\u03C2"
1533,"Dog"
1534,"Hundo"
1535,"Kodukoer"
1536,"Koer"
1537,"Peni"
1538,"Txakur"
1539,"Zakur"
1540,"\u0633\u06AF"
1541,"kesykoira"
1542,"Koira"
1543,"Chien"
1544,"(H\u00FCs)h\u00FCnj"
1545,"Can"
1546,"\u2018\u012Alio"
1547,"\u05DB\u05DC\u05D1"
1548,"\u0915\u0941\u0924\u094D\u0924\u093E"
1549,"Pas"
1550,"chyen"
1551,"Kutya"
1552,"Anjing"
1553,"Madra"
1554,"Hundur"
1555,"Cane"
1556,"\u30A4\u30CC"
1557,"\uAC1C"
1558,"Can"
1559,"\u041A\u0443\u0447\u0435"
1560,"\u0D28\u0D3E\u0D2F"
1561,"\u0D2A\u0D1F\u0D4D\u0D1F\u0D3F"
1562,"\u041D\u043E\u0445\u043E\u0439"
1563,"Anjing"
1564,"Kelb"
1565,"Hond"
1566,"Hund"
1567,"Hund"
1568,"\u0141\u00E9\u00E9ch\u0105\u0105\u02BC\u00ED"
1569,"pies"
1570,"cachorro"
1571,"cadela (female)"
1572,"C\u00E3o"
1573,"c\u00E2ine"
1574,"\u0441\u043E\u0431\u0430\u043A\u0430"
1575,"cani"
1576,"\u0DB6\u0DBD\u0DCA\u0DBD\u0DCF"
1577,"\u0DC3\u0DD4\u0DB1\u0D9B\u0DBA\u0DCF"
1578,"Qen"
1579,"\u041F\u0430\u0441"
1580,"Hund"
1581,"Tamhund"
1582,"\u0BA8\u0BBE\u0BAF\u0BCD"
1583,"\u0C15\u0C41\u0C15\u0C4D\u0C15"
1584,"\u0E2A\u0E38\u0E19\u0E31\u0E02/\u0E2B\u0E21\u0E32"
1585,"Aso"
1586,"K\u00F6pek"
1587,"Can"
1588,"dog"
1589,"\u72D7"
1590,"Hond"
1591,"perru"
1592,"perra"
1593,"perro"
1594,"perra"
1595,"ch\u00F3"
1596,"\u72AC"
1597,"ki"
1598,"+95"
1599,"+115"
1600,"+80"
1601,"Dogs-pets-1"
1602,"+117"
1603,"b2d0ab32-ad92-486a-8ff3-c85fc06bdb01"
1604,"+67"
1605,"+45000"
1606,"dogs"
1607,"http://wordnet-rdf.princeton.edu/wn30/02084071-n"
1608,"http://odwn-rdf.vu.nl/odwn13/02084071-n"
1609,"http://wordnet-rdf.princeton.edu/wn31/102086723-n"
1610,"00015267n"
1611,"3588376"
1612,"dogs"
1613,"i46360"
1614,"sh85038796"
1615,"dog"
1616,"CAAqIggKIhxDQkFTRHdvSkwyMHZNR0owT1d4eUVnSnFZU2dBUAE"
1617,"11931181t"
1618,"425"
1619,"3358"
1620,"pcrt4v7jKE3TVw"
1621,"3015-820"
1622,"kutya"
1623,"5319"
1624,"636.7"
1625,"lifeandstyle/dogs"
1626,"10005625"
1627,"10346"
1628,"300250130"
1629,"scot/3125"
1630,"1369"
1631,"0112536"
1632,"D004285"
1633,"http://commons.wikimedia.org/wiki/Special:FilePath/Nl-Hond-article.ogg"
1634,"CANIFA"
1635,"http://commons.wikimedia.org/wiki/Special:FilePath/Barking%20of%20a%20dog%202.ogg"
1636,"013865"
1637,"g279"
1638,"Chien"
1639,"Dog"
1640,"Perro"
1641,"Txakur"
1642,"Cane"
1643,"34B11"
1644,"http://commons.wikimedia.org/wiki/Special:FilePath/Collage%20of%20Nine%20Dogs.jpg"
1645,"\u72AC"
1646,"Dog"
1647,"Key:dog"
1648,"B01.050.150.900.649.313.750.250.216.200"
1649,"http://commons.wikimedia.org/wiki/Special:FilePath/Canemangia.ogv"
1650,"afset005396"
1651,"XX526239"
1652,"T505-3891"
1653,"KX541"
1654,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q33965%20%28sat%29-Joy%20sagar%20Murmu-%E1%B1%A5%E1%B1%AE%E1%B1%9B%E1%B1%9F.wav"
1655,"dogs"
1656,"687129994"
1657,"XE33Q"
1658,"http://commons.wikimedia.org/wiki/Special:FilePath/Font%20Awesome%205%20solid%20dog.svg"
1659,"1057497"
1660,"b01g1685b"
1661,"19555614"
1662,"9688"
1663,"sj96005301"
1664,"02086723-n"
1665,"853980498816679937"
1666,"dogs"
1667,"http://commons.wikimedia.org/wiki/Special:FilePath/Welsh%20Springer%20Spaniel.jpg"
1668,"-34000-01-01T00:00:00Z"
1669,"204556"
1670,"Kittens"
1671,"/m/0hjzp"
1672,"http://commons.wikimedia.org/wiki/Special:FilePath/Six%20weeks%20old%20cat%20%28aka%29.jpg"
1673,"Kitten"
1674,"kittens"
1675,"10645083"
1676,"http://commons.wikimedia.org/wiki/Special:FilePath/Black%20and%20tuxedo%20kittens.webm"
1677,"412693"
1678,"2778749613"
1679,"Kitten"
1680,"00049269n"
1681,"c_12000"
1682,"02124950-n"
1683,"\u0686\u064A\u0646\u064A"
1684,"\u041A\u0438\u043D\u0435\u0437\u0438"
1685,"\u041A\u0438\u043D\u0435\u0437"
1686,"\u041A\u0438\u043D\u0435\u0441\u043A\u0438\u045A\u0430"
1687,"\u039A\u03B9\u03BD\u03AD\u03B6\u03BF\u03C2"
1688,"\u039A\u03B9\u03BD\u03AD\u03B6\u03B1"
1689,"Sjinees"
1690,"Chinois"
1691,"k\u00EDnai"
1692,"xin\u00E8s"
1693,"chino"
1694,"\u4E2D\u56FD\u4EBA"
1695,"\u4E2D\u570B\u4EBA"
1696,"Tsyin\u00E4nan"
1697,"\u043A\u0438\u0442\u0430\u0454\u0446\u044C"
1698,"\u043A\u0438\u0442\u0430\u044F\u043D\u043A\u0430"
1699,"Chinese"
1700,"Chi\u0144czyk"
1701,"kinesisk"
1702,"\u0635\u064A\u0646\u064A"
1703,"\u0635\u064A\u0646\u064A\u0629"
1704,"\u0635\u064A\u0646\u064A\u0648\u0646"
1705,"\u043A\u0438\u0442\u0430\u0435\u0446"
1706,"\u043A\u0438\u0442\u0430\u044F\u043D\u043A\u0430"
1707,"\u043A\u0438\u0442\u0430\u0439\u0446\u044B"
1708,"\u043A\u0438\u0442\u0430\u0439\u0446\u0456"
1709,"\u05E1\u05D9\u05E0\u05D9"
1710,"\u05E1\u05D9\u05E0\u05D9\u05EA"
1711,"chinezi"
1712,"chinez"
1713,"chinezoaic\u0103"
1714,"\u099A\u09C0\u09A8\u09BE"
1715,"china"
1716,"cinese"
1717,"cinesi"
1718,"jonguo"
1719,"xines"
1720,"\u05E1\u05D9\u05E0\u05D9\u05DD"
1721,"china"
1722,"chinu"
1723,"china"
1724,"\u0108iniano"
1725,"Chinoise"
1726,"seciukuk"
1727,"n79091151"
1728,"\u4E2D\u534E\u4EBA\u6C11\u5171\u548C\u56FD"
1729,"2--51"
1730,"\u4E2D\u534E\u4EBA\u6C11\u5171\u548C\u56FD"
1731,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20the%20People%27s%20Republic%20of%20China.svg"
1732,"http://commons.wikimedia.org/wiki/Special:FilePath/CHN%20orthographic.svg"
1733,"http://commons.wikimedia.org/wiki/Special:FilePath/LocationPRChina.svg"
1734,"CN"
1735,"CHN"
1736,"156"
1737,"http://commons.wikimedia.org/wiki/Special:FilePath/National%20Emblem%20of%20the%20People%27s%20Republic%20of%20China.svg"
1738,"People's Republic of China"
1739,"1949-10-01T00:00:00Z"
1740,"Point(103.45194444444 35.844722222222)"
1741,"270056"
1742,"http://commons.wikimedia.org/wiki/Special:FilePath/China%20Banner%202.jpg"
1743,"+86"
1744,"+1409517397"
1745,"+1443497378"
1746,"CH"
1747,"1814991"
1748,"\u4E2D\u534E\u4EBA\u6C11\u5171\u548C\u56FD"
1749,"\u4E2D\u83EF\u4EBA\u6C11\u5171\u548C\u570B"
1750,"Regional/Asia/China/"
1751,"7c81bb69-a99b-3487-b6d4-0f76d7a29ca0"
1752,"CHN"
1753,"4009937-4"
1754,"/m/0d05w3"
1755,"http://www.gov.cn/"
1756,"http://english.www.gov.cn/"
1757,"\u02C8f\u0254\u027Dk\u0259r\u025Bp\u0289bl\u026Ak\u0259n \u02C8\u00E7i\u02D0n\u0251"
1758,"\u02C8\u00E7i\u02D0n\u0251"
1759,"460"
1760,"china"
1761,"+5"
1762,"11936107m"
1763,"+220"
1764,"\u041A\u041D\u0420"
1765,"\u041A\u041D\u0420"
1766,"\U0001F1E8\U0001F1F3"
1767,"China"
1768,"PRC"
1769,"RPC"
1770,"Trung Qu\u1ED1c"
1771,"CHNDTH"
1772,"Chine"
1773,"RPC"
1774,"\u010C\u00EDna"
1775,"\u010C\u00EDna"
1776,"Chiny"
1777,"\u4E2D\u56FD"
1778,"\u4E2D\u56FD"
1779,"\u4E2D\u570B"
1780,"China"
1781,"Tsi-n\u00E1"
1782,"\u04B6\u0425\u0427"
1783,"Point(123.26666666667 53.558333333333)"
1784,"destination/china"
1785,"world/china"
1786,"+6"
1787,"132441531"
1788,"+18"
1789,"0"
1790,"+9596961"
1791,"+0.752"
1792,"2068564"
1793,"China"
1794,"99216"
1795,"Point(109.575 18.159722222222)"
1796,"Point(134.76851463 47.7352827)"
1797,"Point(73.49965096 39.38008923)"
1798,"000976418"
1799,"pays/chine"
1800,"104984"
1801,"kina"
1802,"1000111"
1803,"17565-2"
1804,"8557"
1805,"10035686"
1806,"33"
1807,"RC"
1808,"112"
1809,"China"
1810,"00016756n"
1811,"+1.60"
1812,"412"
1813,"413"
1814,"414"
1815,"asia/china"
1816,"china-30"
1817,"12825"
1818,"china"
1819,"http://commons.wikimedia.org/data/main/Data:China.map"
1820,"Kina"
1821,"0000 0001 2160 7811"
1822,"294904271"
1823,"nQoqX3"
1824,"https://travel.stackexchange.com/tags/china"
1825,"place/china"
1826,"+28"
1827,"2.16.156"
1828,"2977"
1829,"kina"
1830,"+76.252"
1831,"ge131732"
1832,"ucn"
1833,"CHN"
1834,"CN"
1835,"\U0001F1E8\U0001F1F3"
1836,"4020-55795"
1837,"19586942"
1838,"1272"
1839,"China"
1840,"countries/ch"
1842,"+9.7"
1843,"+9.6"
1844,"+10.9"
1845,"+11.7"
1846,"+13.2"
1847,"china"
1848,"+2.8"
1849,"0072633"
1850,"85632695"
1851,"1841141"
1852,"59"
1853,"kina"
1854,"country/china"
1855,"http://commons.wikimedia.org/wiki/Special:FilePath/Nl-Volksrepubliek%20China-article.ogg"
1856,"http://commons.wikimedia.org/wiki/Special:FilePath/Ru-Peoples%20Republic%20of%20China%20%28intro%29.ogg"
1857,"155279"
1858,"-58"
1859,"690-699"
1860,"\u0A1A\u0A40\u0A28"
1861,"25687"
1862,"pays/wd/113402"
1863,"2978"
1864,"cina"
1865,"+13"
1866,"Chine"
1867,"China"
1868,"China"
1869,"Txina"
1870,"Cina"
1871,"191935318"
1872,"http://commons.wikimedia.org/wiki/Special:FilePath/Lb-China.ogg"
1873,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q7913%20%28ron%29-KlaudiuMihaila-Republica%20Popular%C4%83%20Chinez%C4%83.wav"
1874,"viaf-132441531"
1875,"lccn-n79091151"
1876,"5969"
1877,"\u4E2D\u83EF\u4EBA\u6C11\u5171\u548C\u56FD"
1878,"550"
1879,"http://commons.wikimedia.org/wiki/Special:FilePath/Badaling%20China%20Great-Wall-of-China-01.jpg"
1880,"China Like Never Before"
1881,"China-PeoplesRepublic"
1882,"T016513"
1883,"+4.42"
1884,"+4.7"
1885,"+4.79"
1886,"+4.94"
1887,"+5.01"
1888,"+4.95"
1889,"+5.02"
1890,"+5.04"
1891,"+4.49"
1892,"+4.86"
1893,"+5"
1894,"+5.04"
1895,"+4.92"
1896,"+4.73"
1897,"+4.79"
1898,"+4.71"
1899,"China"
1900,"6974"
1901,"B94"
1902,"i82738"
1903,"cd39m6424jwt"
1904,"003405"
1905,"12104"
1906,"China-APPE"
1907,"china"
1908,"p/9a6117dc-0977-41de-88d3-3b639a9b5504"
1909,"9141"
1910,"10354a7b-3da5-4479-b072-e5a95d9348fe"
1911,"khwzxm2321g72mt"
1912,"china"
1913,"08740839-n"
1914,"25f94552-1184-4beb-83ca-f32d13c743a2"
1915,"25"
1916,"6903"
1917,"16441"
1918,"china"
1919,"Y104984"
1920,"kiinna"
1921,"18-168817"
1922,"T84-473"
1923,"T115-282"
1924,"6650"
1925,"2290562"
1926,"1881226"
1927,"11868637v"
1928,"+210147125"
1929,"1000047"
1930,"Point(-53.390277777778 -33.75)"
1931,"00561061"
1932,"destination/brazil"
