:START_ID,:END_ID,:TYPE
Q2013,764,P6720
Q2013,765,P6720
Q2013,766,P3789
Q2013,767,P6269
Q2013,768,P5801
Q2013,769,P3553
Q2013,770,P1813
Q2013,771,P1813
Q2013,772,P1813
Q2013,773,P443
Q2013,774,P443
Q2013,775,P7703
Q2013,776,P7014
Q2013,777,P7818
Q2013,778,P227
Q2013,779,P5692
Q2013,780,P5692
Q2013,781,P5692
Q2013,782,P5692
Q2013,783,P5692
Q2013,784,P444
Q2013,Q21830599,P1365
Q2013,Q677652,P1365
Q2013,785,P8408
Q2013,Q88088423,P6216
Q2013,786,P18
Q2013,787,P8009
Q2013,788,P8605
Q2013,Q99608496,P2283
Q2013,Q16354758,P2283
Q2013,789,P7827
Q2013,790,P214
Q2013,791,P244
Q2013,792,P8972
Q2013,793,P9100
Q2013,794,P8687
Q2013,Q905511,P1552
Q2013,Q1063801,P1552
Q2013,Q105459799,P1552
Q2013,795,P8885
Q2013,796,P9395
Q2013,797,P9345
Q2013,798,P9618
Q2013,Q18618629,P61
Q45,799,P1036
Q45,Q10815313,P1151
Q45,Q46,P30
Q45,Q597,P36
Q45,Q4916,P38
Q45,Q5146,P37
Q45,Q13330,P37
Q45,Q6756617,P35
Q45,Q39959,P78
Q45,Q161049,P85
Q45,Q29,P47
Q45,Q5739,P47
Q45,Q3624078,P31
Q45,Q6256,P31
Q45,Q20181813,P31
Q45,800,P297
Q45,801,P298
Q45,802,P299
Q45,Q6540,P421
Q45,Q128812,P163
Q45,803,P402
Q45,804,P373
Q45,805,P474
Q45,Q610788,P6
Q45,806,P242
Q45,807,P242
Q45,808,P242
Q45,Q740564,P194
Q45,Q928681,P610
Q45,Q207199,P150
Q45,Q244512,P150
Q45,Q244510,P150
Q45,Q274109,P150
Q45,Q321455,P150
Q45,Q244521,P150
Q45,Q274118,P150
Q45,Q225189,P150
Q45,Q273529,P150
Q45,Q273533,P150
Q45,Q244517,P150
Q45,Q210527,P150
Q45,Q273525,P150
Q45,Q373528,P150
Q45,Q379372,P150
Q45,Q322792,P150
Q45,Q326203,P150
Q45,Q326214,P150
Q45,Q26253,P150
Q45,Q25263,P150
Q45,Q7270,P122
Q45,809,P41
Q45,Q458,P463
Q45,Q1065,P463
Q45,Q7184,P463
Q45,Q41550,P463
Q45,Q8908,P463
Q45,Q42262,P463
Q45,Q7825,P463
Q45,Q151991,P463
Q45,Q81299,P463
Q45,Q191384,P463
Q45,Q827525,P463
Q45,Q656801,P463
Q45,Q1043527,P463
Q45,Q899770,P463
Q45,Q340195,P463
Q45,Q188822,P463
Q45,Q782942,P463
Q45,Q182500,P463
Q45,Q1377612,P463
Q45,Q663492,P463
Q45,Q1928989,P463
Q45,Q1072120,P463
Q45,Q8475,P463
Q45,Q1480793,P463
Q45,Q842490,P463
Q45,Q3866537,P463
Q45,Q233611,P463
Q45,Q826700,P463
Q45,Q7809,P463
Q45,Q5611262,P463
Q45,Q17495,P463
Q45,Q376150,P463
Q45,Q1969730,P463
Q45,Q45177,P463
Q45,Q162656,P463
Q45,Q170424,P463
Q45,Q7817,P463
Q45,810,P625
Q45,Q48438,P417
Q45,Q183563,P832
Q45,Q1455963,P910
Q45,811,P94
Q45,Q200195,P237
Q45,812,P948
Q45,813,P349
Q45,814,P227
Q45,815,P605
Q45,816,P998
Q45,817,P984
Q45,818,P982
Q45,Q45,P17
Q45,819,P646
Q45,820,P901
Q45,821,P1566
Q45,Q7482564,P1465
Q45,Q7463339,P1464
Q45,Q7521968,P1740
Q45,Q6369955,P1791
Q45,Q7062223,P1792
Q45,822,P1549
Q45,823,P1549
Q45,824,P1549
Q45,825,P1549
Q45,826,P1549
Q45,827,P1549
Q45,828,P1549
Q45,829,P1549
Q45,830,P1549
Q45,831,P1549
Q45,832,P1549
Q45,833,P1549
Q45,834,P1549
Q45,835,P1549
Q45,836,P1549
Q45,837,P1549
Q45,838,P1549
Q45,839,P1549
Q45,840,P1549
Q45,841,P1549
Q45,842,P1549
Q45,843,P1549
Q45,844,P1549
Q45,845,P1549
Q45,846,P1549
Q45,847,P1549
Q45,848,P1549
Q45,849,P1549
Q45,850,P1549
Q45,851,P1549
Q45,852,P1082
Q45,Q38,P530
Q45,Q155,P530
Q45,Q183,P530
Q45,Q408,P530
Q45,Q1011,P530
Q45,Q212,P530
Q45,Q1039,P530
Q45,Q145,P530
Q45,Q29,P530
Q45,Q916,P530
Q45,Q414,P530
Q45,Q219,P530
Q45,Q35,P530
Q45,Q574,P530
Q45,Q252,P530
Q45,Q1246,P530
Q45,Q1028,P530
Q45,Q233,P530
Q45,Q1029,P530
Q45,Q77,P530
Q45,Q865,P530
Q45,Q30,P530
Q45,Q403,P530
Q45,Q159,P530
Q45,Q399,P530
Q45,Q148,P530
Q45,Q668,P530
Q45,Q17,P530
Q45,Q902,P530
Q45,Q16,P530
Q45,Q28,P530
Q45,Q423,P530
Q45,853,P244
Q45,854,P268
Q45,855,P268
Q45,Q45670,P155
Q45,856,P2163
Q45,Q7790,P2184
Q45,857,P898
Q45,858,P935
Q45,859,P2258
Q45,Q97,P1589
Q45,Q14565199,P1622
Q45,Q429135,P2633
Q45,860,P1417
Q45,861,P1198
Q45,Q2041543,P1343
Q45,Q602358,P1343
Q45,Q4173137,P1343
Q45,Q19180675,P1343
Q45,Q4114391,P1343
Q45,Q4532138,P1343
Q45,Q3181656,P1343
Q45,Q1061257,P2852
Q45,Q1378312,P2853
Q45,Q1123613,P2853
Q45,862,P2884
Q45,863,P3006
Q45,Q16850120,P208
Q45,Q23059791,P2959
Q45,Q38527299,P2959
Q45,864,P1332
Q45,865,P3221
Q45,866,P3106
Q45,867,P3270
Q45,868,P3271
Q45,869,P2997
Q45,870,P3000
Q45,871,P2046
Q45,872,P3222
Q45,873,P1081
Q45,874,P3417
Q45,875,P3417
Q45,876,P1333
Q45,877,P1334
Q45,878,P1335
Q45,879,P3422
Q45,880,P1813
Q45,881,P3612
Q45,882,P3984
Q45,Q1723031,P1313
Q45,883,P2347
Q45,884,P3509
Q45,885,P1667
Q45,886,P3911
Q45,887,P443
Q45,888,P443
Q45,889,P443
Q45,890,P443
Q45,Q322459,P1906
Q45,891,P3916
Q45,892,P395
Q45,893,P1225
Q45,Q2915956,P527
Q45,Q2914565,P527
Q45,Q3032141,P527
Q45,894,P2982
Q45,895,P2981
Q45,896,P4427
Q45,897,P3001
Q45,898,P486
Q45,Q378372,P1304
Q45,899,P3219
Q45,900,P1448
Q45,901,P1448
Q45,902,P1448
Q45,903,P2581
Q45,904,P2573
Q45,905,P4725
Q45,Q3174312,P1552
Q45,Q12837,P706
Q45,906,P2924
Q45,907,P4841
Q45,908,P2979
Q45,909,P1296
Q45,910,P4212
Q45,911,P5019
Q45,Q5460604,P5008
Q45,Q54439832,P5008
Q45,Q7112415,P5125
Q45,912,P5180
Q45,913,P3896
Q45,Q200464,P1365
Q45,Q45670,P1365
Q45,914,P1705
Q45,915,P1705
Q45,916,P213
Q45,917,P4081
Q45,918,P5337
Q45,919,P2004
Q45,920,P1617
Q45,921,P950
Q45,922,P269
Q45,923,P3743
Q45,924,P5573
Q45,925,P949
Q45,Q13196750,P5658
Q45,926,P691
Q45,927,P2250
Q45,928,P3175
Q45,929,P3024
Q45,930,P3241
Q45,931,P3068
Q45,932,P214
Q45,933,P5698
Q45,934,P571
Q45,Q11142608,P6104
Q45,935,P5247
Q45,936,P487
Q45,937,P6573
Q45,938,P4801
Q45,939,P5198
Q45,940,P5250
Q45,Q5146,P2936
Q45,Q6863806,P2936
Q45,Q3915472,P2936
Q45,Q13330,P2936
Q45,Q9307,P2936
Q45,Q29507,P2936
Q45,941,P5905
Q45,942,P6766
Q45,943,P7012
Q45,944,P6849
Q45,945,P7295
Q45,946,P6404
Q45,947,P3365
Q45,948,P4223
Q45,949,P4223
Q45,950,P4223
Q45,951,P4223
Q45,952,P4223
Q45,953,P4223
Q45,954,P4223
Q45,955,P4223
Q45,956,P4223
Q45,957,P856
Q45,958,P1245
Q45,959,P902
Q45,960,P3067
Q45,Q2746216,P2596
Q45,961,P5400
Q45,962,P7870
Q45,Q84036194,P7867
Q45,963,P2855
Q45,964,P7818
Q45,965,P7843
Q45,966,P7829
Q45,967,P7827
Q45,968,P7832
Q45,969,P7841
Q45,970,P7822
Q45,971,P5437
Q45,972,P7996
Q45,973,P7859
Q45,974,P6987
Q45,Q1721024,P2579
Q45,975,P1451
Q45,976,P6413
Q45,977,P3097
Q45,978,P3097
Q45,Q97061964,P8402
Q45,979,P8408
Q45,980,P8472
Q45,981,P8406
Q45,982,P5843
Q45,983,P8483
Q45,Q50807777,P361
Q45,984,P672
Q45,985,P5063
Q45,986,P1438
Q45,Q1649355,P8744
Q45,987,P7157
Q45,988,P8826
Q45,989,P6839
Q45,990,P8974
Q45,991,P9037
Q45,992,P9037
Q45,993,P5456
Q45,994,P9100
Q45,995,P4527
Q45,996,P8885
Q45,997,P8814
Q45,998,P6592
Q45,Q1981371,P9241
Q45,999,P7471
Q45,1000,P9368
Q45,1001,P9545
Q45,1002,P7850
Q45,1003,P7960
Q45,Q97,P206
Q45,1004,P6262
Q45,1005,P6262
Q45,1006,P6262
Q45,1007,P6262
Q45,1008,P4073
Q45,1009,P3553
Q45,1010,P8217
Q51,1011,P1225
Q51,1012,P1082
Q51,1013,P1667
Q51,Q13231363,P1151
Q51,1014,P1333
Q51,Q7217296,P910
Q51,1015,P214
Q51,Q32777447,P1791
Q51,1016,P242
Q51,1017,P3896
Q51,1018,P4613
Q51,1019,P4613
Q51,1020,P1566
Q51,1021,P2046
Q51,1022,P2046
Q51,1023,P3612
Q51,1024,P804
Q51,1025,P5573
Q51,1026,P2163
Q51,1027,P6385
Q51,1028,P4427
Q51,1029,P1943
Q51,1030,P1417
Q51,1031,P3175
Q51,Q41228,P706
Q51,1032,P948
Q51,Q8458027,P1740
Q51,1033,P5019
Q51,1034,P6265
Q51,1035,P3222
Q51,1036,P3219
Q51,1037,P2347
Q51,Q22828208,P2959
Q51,1038,P3106
Q51,Q186203,P61
Q51,Q76754,P61
Q51,Q4349082,P61
Q51,1039,P373
Q51,1040,P5905
Q51,1041,P402
Q51,1042,P1944
Q51,Q5107,P31
Q51,Q82794,P31
Q51,Q312461,P31
Q51,Q163758,P610
Q51,Q8726230,P1464
Q51,1043,P2082
Q51,1044,P935
Q51,Q5762,P421
Q51,Q6513,P421
Q51,Q6574,P421
Q51,Q6760,P421
Q51,Q6806,P421
Q51,Q6906,P421
Q51,Q6940,P421
Q51,Q6985,P421
Q51,Q7056,P421
Q51,Q7069,P421
Q51,Q7105,P421
Q51,1045,P3230
Q51,1046,P906
Q51,Q21590062,P131
Q51,Q722537,P2184
Q51,1047,P3417
Q51,Q818322,P1589
Q51,1048,P3365
Q51,1049,P3221
Q51,Q2742952,P2633
Q51,1050,P3134
Q51,1051,P2888
Q51,1052,P5198
Q51,Q23408,P150
Q51,Q129003,P150
Q51,Q131198,P150
Q51,Q35086,P150
Q51,1053,P474
Q51,1054,P646
Q51,1055,P3984
Q51,1056,P1549
Q51,1057,P1549
Q51,Q41579184,P138
Q51,Q25322,P138
Q51,1058,P244
Q51,1059,P625
Q51,1060,P901
Q51,Q5460604,P5008
Q51,Q19180675,P1343
Q51,Q602358,P1343
Q51,Q4091878,P1343
Q51,1061,P1332
Q51,1062,P18
Q51,Q8366404,P1465
Q51,1063,P691
Q51,Q182814,P92
Q51,Q13379817,P1424
Q51,Q205895,P361
Q51,Q1555938,P361
Q51,Q2,P361
Q51,1064,P1375
Q51,1065,P5250
Q51,1066,P5250
Q51,1067,P5250
Q51,1068,P6573
Q51,1069,P6591
Q51,1070,P4801
Q51,1071,P6839
Q51,1072,P7033
Q51,1073,P6766
Q51,1074,P1245
Q51,1075,P902
Q51,1076,P6262
Q51,1077,P3109
Q51,1078,P7775
Q51,1079,P2924
Q51,1080,P227
Q51,Q83991827,P7867
Q51,1081,P6058
Q51,1082,P7818
Q51,1083,P7829
Q51,1084,P7827
Q51,1085,P7832
Q51,1086,P7822
Q51,1087,P7859
Q51,1088,P7859
Q51,1089,P487
Q51,1090,P8408
Q51,1091,P8519
Q51,1092,P5063
Q51,1093,P8714
Q51,1094,P5587
Q51,1095,P7471
Q51,1096,P7471
Q51,1097,P7471
Q51,1098,P8826
Q51,1099,P2581
Q51,1100,P5337
Q51,1101,P8814
Q51,1102,P9346
Q51,1103,P6293
Q51,1104,P8309
Q51,Q530917,P527
Q51,Q866405,P527
Q58,Q842083,P361
Q58,Q181100,P361
Q58,1105,P373
Q58,1106,P508
Q58,Q7164040,P910
Q58,1107,P646
Q58,1108,P227
Q58,1109,P1036
Q58,1110,P1036
Q58,1111,P1036
Q58,1112,P18
Q58,Q4620674,P279
Q58,1113,P1256
Q58,1114,P935
Q58,1115,P1417
Q58,Q22828764,P2959
Q58,1116,P3417
Q58,1117,P3417
Q58,1118,P3827
Q58,Q650891,P527
Q58,Q1455226,P527
Q58,Q9386,P527
Q58,Q673203,P527
Q58,Q988343,P527
Q58,1119,P3471
Q58,Q873072,P4545
Q58,1120,P2581
Q58,1121,P5019
Q58,Q3297588,P1419
Q58,1122,P3365
Q58,1123,P487
Q58,1124,P443
Q58,1125,P1245
Q58,1126,P7818
Q58,1127,P7829
Q58,1128,P7827
Q58,1129,P6366
Q58,1130,P2347
Q58,1131,P7033
Q58,1132,P5082
Q58,1133,P8408
Q58,1134,P2713
Q58,1135,P2713
Q58,1136,P950
Q58,1137,P8285
Q58,1138,P604
Q58,1139,P8814
Q58,1140,P7807
Q58,1141,P8419
Q58,1142,P244
Q58,1143,P7329
Q58,1144,P268
Q68,1145,P1014
Q68,Q2858615,P279
Q68,Q241317,P279
Q68,Q1662611,P279
Q68,1146,P18
Q68,1147,P18
Q68,1148,P18
Q68,1149,P18
Q68,Q6061304,P910
Q68,Q106841360,P910
Q68,Q33098560,P910
Q68,Q106843693,P910
Q68,Q9731959,P910
Q68,1150,P373
Q68,1151,P227
Q68,1152,P349
Q68,1153,P646
Q68,1154,P1036
Q68,1155,P1036
Q68,1156,P1036
Q68,1157,P1051
Q68,1158,P244
Q68,1159,P268
Q68,Q6719084,P737
Q68,1160,P935
Q68,Q5616658,P1424
Q68,1161,P2612
Q68,1162,P1417
Q68,1163,P1296
Q68,1164,P3417
Q68,Q2384798,P527
Q68,Q7397,P527
Q68,Q3966,P527
Q68,Q250,P527
Q68,Q5300,P527
Q68,Q183484,P527
Q68,1165,P3569
Q68,1166,P3827
Q68,1167,P3916
Q68,1168,P3471
Q68,1169,P1225
Q68,1170,P3222
Q68,1171,P1256
Q68,1172,P2581
Q68,1173,P3219
Q68,1174,P4254
Q68,1175,P5019
Q68,Q5460604,P5008
Q68,Q7112590,P5125
Q68,1176,P5198
Q68,1177,P5357
Q68,1178,P5398
Q68,Q179310,P2579
Q68,1179,P486
Q68,Q31087,P1889
Q68,Q5300,P1889
Q68,Q5290,P1889
Q68,Q179310,P1889
Q68,1180,P6573
Q68,1181,P7033
Q68,1182,P989
Q68,1183,P1245
Q68,1184,P7749
Q68,1185,P7818
Q68,1186,P7822
Q68,1187,P7827
Q68,1188,P7829
Q68,1189,P5437
Q68,1190,P2347
Q68,1191,P6900
Q68,Q1781447,P1552
Q68,Q716676,P1552
Q68,Q1197550,P1552
Q68,1192,P8408
Q68,1193,P8519
Q68,1194,P51
Q68,1195,P51
Q68,1196,P8834
Q68,1197,P3847
Q68,1198,P8855
Q68,1199,P3984
Q68,Q151885,P31
Q68,Q39546,P31
Q68,1200,P9318
Q68,1201,P6293
Q68,1202,P8309
Q68,1203,P8514
Q68,1204,P508
Q68,1205,P950
Q68,1206,P3553
Q75,1207,P1036
Q75,1208,P1036
Q75,1209,P1036
Q75,1210,P1036
Q75,Q11224256,P31
Q75,Q1301371,P31
Q75,Q14208553,P31
Q75,1211,P349
Q75,1212,P373
Q75,1213,P227
Q75,Q4049595,P910
Q75,Q106841358,P910
Q75,1214,P646
Q75,Q8133040,P1151
Q75,1215,P1051
Q75,1216,P244
Q75,1217,P2612
Q75,1218,P1807
Q75,1219,P1417
Q75,Q466,P1889
Q75,Q193315,P2184
Q75,1220,P3221
Q75,1221,P3106
Q75,Q92743,P61
Q75,Q62843,P61
Q75,1222,P3417
Q75,1223,P1296
Q75,1224,P3612
Q75,1225,P3827
Q75,1226,P3569
Q75,Q13415274,P1424
Q75,1227,P268
Q75,1228,P3509
Q75,1229,P1225
Q75,1230,P1256
Q75,1231,P2581
Q75,1232,P4613
Q75,1233,P2924
Q75,1234,P4854
Q75,1235,P4973
Q75,1236,P5019
Q75,Q5460604,P5008
Q75,1237,P5084
Q75,1238,P486
Q75,Q7112764,P5125
Q75,1239,P5250
Q75,1240,P5198
Q75,1241,P5357
Q75,1242,P5398
Q75,Q1068715,P279
Q75,Q151885,P279
Q75,1243,P3235
Q75,1244,P3365
Q75,1245,P3911
Q75,1246,P5844
Q75,1247,P5395
Q75,Q4208106,P1343
Q75,Q47470796,P1343
Q75,Q47484682,P1343
Q75,Q15060227,P6104
Q75,1248,P6417
Q75,1249,P6573
Q75,1250,P1014
Q75,1251,P6870
Q75,1252,P672
Q75,1253,P571
Q75,1254,P1150
Q75,1255,P4212
Q75,Q8795,P2283
Q75,1256,P949
Q75,1257,P6900
Q75,1258,P3553
Q75,1259,P1245
Q75,1260,P902
Q75,1261,P7033
Q75,1262,P6366
Q75,1263,P7818
Q75,1264,P7827
Q75,1265,P7952
Q75,1266,P5437
Q75,1267,P3222
Q75,1268,P3916
Q75,1269,P4073
Q75,1270,P4527
Q75,1271,P7982
Q75,1272,P508
Q75,Q8795,P5009
Q75,1273,P18
Q75,1274,P18
Q75,1275,P18
Q75,Q14623843,P2579
Q75,Q165650,P2579
Q75,Q97008347,P2579
Q75,1276,P8408
Q75,Q861083,P1365
Q75,1277,P8519
Q75,1278,P950
Q75,1279,P6200
Q75,1280,P6839
Q75,1281,P8309
Q75,1282,P3847
Q75,1283,P3847
Q75,1284,P3847
Q75,1285,P5337
Q75,1286,P6262
Q75,1287,P9346
Q75,1288,P9368
Q75,1289,P3743
Q75,1290,P9272
Q102,Q101991,P31
Q102,1291,P646
Q102,1292,P3417
Q102,Q4135602,P279
Q102,1293,P6366
Q102,1294,P2581
Q103,Q7366,P31
Q103,Q2318968,P86
Q103,Q2419093,P86
Q103,Q2117821,P86
Q103,Q161819,P175
Q103,Q310295,P175
Q103,1295,P435
Q103,1296,P646
Q103,1297,P1417
Q103,1298,P443
Q103,Q4772423,P676
Q103,Q2419093,P676
Q103,Q2318968,P676
Q103,Q1860,P407
Q103,Q1022293,P826
Q103,1299,P1827
Q103,1300,P1651
Q103,1301,P6181
Q103,1302,P577
Q103,1303,P5229
Q103,1304,P989
Q103,Q48834759,P361
Q103,1305,P6900
Q103,Q492264,P136
Q103,1306,P2581
Q125,1307,P948
Q125,1308,P1245
Q125,Q19108,P138
Q125,Q337506,P138
Q125,Q4282505,P138
Q125,Q33971,P138
Q125,Q124,P155
Q125,Q126,P156
Q125,Q18602249,P279
Q125,1309,P373
Q125,Q6469033,P910
Q125,1310,P227
Q125,1311,P646
Q125,1312,P18
Q125,Q2997,P527
Q125,Q2996,P527
Q125,Q2995,P527
Q125,Q2994,P527
Q125,Q2993,P527
Q125,Q2992,P527
Q125,Q2989,P527
Q125,Q2990,P527
Q125,Q2991,P527
Q125,Q2988,P527
Q125,Q2987,P527
Q125,Q2986,P527
Q125,Q2984,P527
Q125,Q2983,P527
Q125,Q2982,P527
Q125,Q3029,P527
Q125,Q3028,P527
Q125,Q3027,P527
Q125,Q3026,P527
Q125,Q3024,P527
Q125,Q3023,P527
Q125,Q3025,P527
Q125,Q3021,P527
Q125,Q3022,P527
Q125,Q3020,P527
Q125,Q3019,P527
Q125,Q3018,P527
Q125,Q3017,P527
Q125,Q3016,P527
Q125,Q3015,P527
Q125,1313,P935
Q125,1314,P1417
Q125,Q21198845,P2959
Q125,Q28790351,P2959
Q125,Q56299419,P2959
Q125,1315,P3417
Q125,Q47018901,P31
Q125,1316,P2581
Q125,1317,P2919
Q125,1318,P2561
Q125,1319,P2561
Q125,1320,P2561
Q125,1321,P2561
Q125,1322,P1545
Q125,1323,P5019
Q125,Q602358,P1343
Q125,Q19190511,P1343
Q125,Q3181656,P1343
Q125,1324,P443
Q125,1325,P443
Q125,1326,P1256
Q125,1327,P6771
Q125,1328,P7818
Q125,1329,P7829
Q125,1330,P7827
Q125,1331,P7822
Q125,1332,P3222
Q125,Q11184,P361
Q125,Q12138,P361
Q125,Q1130275,P361
Q125,1333,P4895
Q125,Q2002915,P1889
Q125,1334,P8408
Q125,1335,P4342
Q125,1336,P4854
Q125,1337,P6228
Q125,1338,P6262
Q125,1339,P6262
Q125,1340,P9318
Q140,1341,P225
Q140,Q7432,P105
Q140,Q127960,P171
Q140,Q15294488,P1403
Q140,Q278113,P141
Q140,1342,P181
Q140,1343,P830
Q140,1344,P815
Q140,1345,P685
Q140,1346,P959
Q140,1347,P842
Q140,1348,P227
Q140,1349,P349
Q140,1350,P1014
Q140,1351,P646
Q140,1352,P1036
Q140,1353,P1245
Q140,Q6987175,P910
Q140,1354,P373
Q140,1355,P846
Q140,1356,P487
Q140,1357,P2040
Q140,1358,P935
Q140,1359,P1417
Q140,1360,P244
Q140,1361,P1843
Q140,1362,P1843
Q140,1363,P1843
Q140,1364,P1843
Q140,1365,P1843
Q140,1366,P1843
Q140,1367,P1843
Q140,1368,P1843
Q140,1369,P1843
Q140,1370,P1843
Q140,1371,P1843
Q140,1372,P1843
Q140,1373,P1843
Q140,1374,P1843
Q140,1375,P1843
Q140,1376,P1843
Q140,1377,P1843
Q140,1378,P1843
Q140,1379,P1843
Q140,1380,P1843
Q140,1381,P1843
Q140,1382,P1843
Q140,1383,P1843
Q140,1384,P1843
Q140,1385,P1843
Q140,1386,P1843
Q140,1387,P1843
Q140,1388,P1843
Q140,1389,P1843
Q140,1390,P1843
Q140,1391,P1843
Q140,1392,P1843
Q140,1393,P1843
Q140,1394,P1843
Q140,1395,P1843
Q140,1396,P1843
Q140,1397,P1843
Q140,1398,P1843
Q140,1399,P1843
Q140,1400,P1843
Q140,1401,P1843
Q140,1402,P1843
Q140,1403,P1843
Q140,1404,P1843
Q140,1405,P1843
Q140,1406,P1843
Q140,1407,P1843
Q140,1408,P1843
Q140,1409,P1843
Q140,1410,P1843
Q140,1411,P1843
Q140,1412,P1843
Q140,1413,P1843
Q140,1414,P1843
Q140,1415,P1843
Q140,1416,P1843
Q140,1417,P1843
Q140,1418,P1843
Q140,1419,P1843
Q140,1420,P1843
Q140,1421,P1843
Q140,1422,P1843
Q140,1423,P1843
Q140,1424,P1843
Q140,1425,P1843
Q140,1426,P1843
Q140,1427,P1843
Q140,1428,P1843
Q140,1429,P1843
Q140,1430,P1843
Q140,1431,P1843
Q140,1432,P1843
Q140,1433,P1843
Q140,1434,P1843
Q140,1435,P1843
Q140,1436,P1843
Q140,1437,P1843
Q140,1438,P1843
Q140,1439,P1843
Q140,1440,P1843
Q140,1441,P1843
Q140,1442,P1843
Q140,1443,P1843
Q140,1444,P1843
Q140,1445,P1843
Q140,1446,P627
Q140,1447,P2833
Q140,1448,P3063
Q140,1449,P3031
Q140,1450,P3151
Q140,1451,P3186
Q140,1452,P3485
Q140,1453,P3827
Q140,1454,P268
Q140,1455,P3417
Q140,1456,P4024
Q140,1457,P1225
Q140,1458,P4728
Q140,1459,P3219
Q140,Q1138524,P1343
Q140,Q4086271,P1343
Q140,Q1970746,P1343
Q140,Q602358,P1343
Q140,Q19180675,P1343
Q140,Q4173137,P1343
Q140,Q1768721,P1343
Q140,Q3181656,P1343
Q140,Q106727050,P1343
Q140,Q3177438,P4733
Q140,1460,P5019
Q140,1461,P2924
Q140,1462,P5055
Q140,1463,P5221
Q140,1464,P5698
Q140,1465,P5397
Q140,1466,P6033
Q140,1467,P18
Q140,1468,P18
Q140,1469,P6573
Q140,1470,P443
Q140,1471,P443
Q140,1472,P443
Q140,1473,P1296
Q140,1474,P486
Q140,1475,P989
Q140,1476,P51
Q140,1477,P4212
Q140,1478,P2067
Q140,1479,P2067
Q140,1480,P2067
Q140,1481,P7725
Q140,1482,P4214
Q140,1483,P7862
Q140,1484,P7818
Q140,1485,P7829
Q140,1486,P7827
Q140,1487,P7822
Q140,1488,P6105
Q140,1489,P6864
Q140,1490,P2347
Q140,1491,P7033
Q140,1492,P8408
Q140,1493,P8519
Q140,Q6667323,P279
Q140,Q17611534,P2670
Q140,Q98520146,P2670
Q140,Q16521,P31
Q140,1494,P2581
Q140,1495,P7506
Q140,1496,P5184
Q140,1497,P6900
Q140,1498,P3553
Q140,1499,P5337
Q140,1500,P6200
Q140,1501,P4527
Q140,Q104595349,P8989
Q140,Q120446,P1552
Q140,1502,P9198
Q140,Q3255068,P9566
Q140,1503,P508
Q140,1504,P950
Q144,Q39201,P366
Q144,Q36963,P366
Q144,Q680928,P366
Q144,Q2827808,P366
Q144,1505,P487
Q144,1506,P487
Q144,1507,P1245
Q144,1508,P1036
Q144,1509,P1036
Q144,1510,P373
Q144,1511,P508
Q144,Q6830323,P910
Q144,1512,P646
Q144,1513,P227
Q144,Q152457,P417
Q144,Q159834,P417
Q144,Q212850,P417
Q144,1514,P1051
Q144,Q57814795,P279
Q144,Q39201,P279
Q144,1515,P935
Q144,1516,P2167
Q144,Q2041543,P1343
Q144,Q602358,P1343
Q144,Q4086271,P1343
Q144,Q19180675,P1343
Q144,Q4532138,P1343
Q144,Q1768721,P1343
Q144,Q106727050,P1343
Q144,1517,P1417
Q144,1518,P349
Q144,1519,P3219
Q144,1520,P3221
Q144,1521,P1843
Q144,1522,P1843
Q144,1523,P1843
Q144,1524,P1843
Q144,1525,P1843
Q144,1526,P1843
Q144,1527,P1843
Q144,1528,P1843
Q144,1529,P1843
Q144,1530,P1843
Q144,1531,P1843
Q144,1532,P1843
Q144,1533,P1843
Q144,1534,P1843
Q144,1535,P1843
Q144,1536,P1843
Q144,1537,P1843
Q144,1538,P1843
Q144,1539,P1843
Q144,1540,P1843
Q144,1541,P1843
Q144,1542,P1843
Q144,1543,P1843
Q144,1544,P1843
Q144,1545,P1843
Q144,1546,P1843
Q144,1547,P1843
Q144,1548,P1843
Q144,1549,P1843
Q144,1550,P1843
Q144,1551,P1843
Q144,1552,P1843
Q144,1553,P1843
Q144,1554,P1843
Q144,1555,P1843
Q144,1556,P1843
Q144,1557,P1843
Q144,1558,P1843
Q144,1559,P1843
Q144,1560,P1843
Q144,1561,P1843
Q144,1562,P1843
Q144,1563,P1843
Q144,1564,P1843
Q144,1565,P1843
Q144,1566,P1843
Q144,1567,P1843
Q144,1568,P1843
Q144,1569,P1843
Q144,1570,P1843
Q144,1571,P1843
Q144,1572,P1843
Q144,1573,P1843
Q144,1574,P1843
Q144,1575,P1843
Q144,1576,P1843
Q144,1577,P1843
Q144,1578,P1843
Q144,1579,P1843
Q144,1580,P1843
Q144,1581,P1843
Q144,1582,P1843
Q144,1583,P1843
Q144,1584,P1843
Q144,1585,P1843
Q144,1586,P1843
Q144,1587,P1843
Q144,1588,P1843
Q144,1589,P1843
Q144,1590,P1843
Q144,1591,P1843
Q144,1592,P1843
Q144,1593,P1843
Q144,1594,P1843
Q144,1595,P1843
Q144,1596,P1843
Q144,1597,P1843
Q144,1598,P3395
Q144,1599,P3395
Q144,1600,P3395
Q144,1601,P3417
Q144,1602,P3485
Q144,1603,P3479
Q144,1604,P3387
Q144,1605,P3465
Q144,1606,P3827
Q144,1607,P2888
Q144,1608,P2888
Q144,1609,P2888
Q144,1610,P2581
Q144,Q55983715,P31
Q144,Q38681,P4733
Q144,1611,P2924
Q144,1612,P3984
Q144,Q5460604,P5008
Q144,1613,P5063
